title,index,text_id,speaker_id
ARMS,23,0000028f,00000278
ARMS,23,00000288,00000278
ARMS,23,0000028d,0000027a
ARMS,23,00000296,00000280
ARMS,23,00000274,0000027a
ARMS,23,00000275,0000027a
ARMS,23,0000027c,0000027a
ARMS,23,00000294,00000278
ARMS,23,00000289,0000027a
ARMS,24,0000029b,0000029f
ARMS,24,0000029c,0000029a
ARMS,24,0000029e,0000029a
ARMS,24,000002af,000002aa
ARMS,24,000002ad,0000029a
ARMS,24,000002ac,000002aa
ARMS,24,000002a2,0000029f
ARMS,25,000002dc,000002d2
ARMS,25,000002c3,000002c0
ARMS,25,000002c4,000002bd
ARMS,25,000002b9,000002b4
ARMS,25,000002bc,000002d7
ARMS,25,000002da,000002c0
ARMS,25,000002d6,000002d2
ARMS,25,000002c7,000002b4
ARMS,25,000002b1,000002c0
ARMS,25,000002ce,000002d7
ARMS,25,000002bf,000002c0
ARMS,25,000002b8,000002d2
ARMS,25,000002b5,000002d7
ARMS,26,000002e2,000002eb
ARMS,26,000002ea,000002e1
ARMS,26,000002e8,000002eb
ARMS,27,000002f4,000002f6
ARMS,27,000002fc,000002f7
ARMS,27,000002f2,000002f9
ARMS,28,0000031f,00000319
ARMS,28,00000318,00000320
ARMS,28,0000030c,00000320
ARMS,28,00000309,00000320
ARMS,28,00000311,0000031c
ARMS,28,00000305,00000302
ARMS,28,00000306,0000031c
ARMS,28,0000030a,00000319
ARMS,28,0000030e,00000316
ARMS,28,000002ff,00000316
ARMS,28,00000301,0000031c
ARMS,28,0000030d,00000313
ARMS,28,0000030f,00000313
ARMS,29,00000330,0000032d
ARMS,29,00000340,00000348
ARMS,29,00000327,00000346
ARMS,29,00000339,0000032a
ARMS,29,00000336,00000341
ARMS,29,00000328,00000348
ARMS,29,00000324,0000033e
ARMS,29,00000337,00000335
ARMS,29,0000033c,0000032d
ARMS,29,00000325,00000344
ARMS,29,0000032b,0000032a
ARMS,30,00000359,00000362
ARMS,30,00000358,00000362
ARMS,30,00000351,00000360
ARMS,30,0000035d,0000034e
ARMS,30,00000372,00000355
ARMS,30,0000034c,00000374
ARMS,30,0000035a,00000364
ARMS,30,0000036c,0000034e
ARMS,30,0000036b,00000356
ARMS,30,0000036d,00000367
ARMS,30,00000352,00000371
ARMS,31,0000037a,00000388
ARMS,31,0000038b,00000388
ARMS,31,0000038f,0000037e
ARMS,31,00000379,0000037f
ARMS,31,0000037b,00000392
ARMS,32,0000039a,00000398
ARMS,32,000003a9,000003b6
ARMS,32,000003b4,000003b1
ARMS,32,000003aa,000003a5
ARMS,32,000003a3,0000039d
ARMS,32,000003a7,000003b6
ARMS,32,000003ad,00000398
ARMS,33,000003da,000003dd
ARMS,33,000003c9,000003ba
ARMS,33,000003d6,000003ba
ARMS,33,000003b8,000003d0
ARMS,33,000003bc,000003ba
ARMS,33,000003d7,000003e5
ARMS,33,000003c3,000003c0
ARMS,33,000003cf,000003dd
ARMS,33,000003c5,000003d1
ARMS,33,000003c6,000003d1
ARMS,33,000003cc,000003db
ARMS,33,000003b7,000003ba
ARMS,33,000003bf,000003e2
ARMS,33,000003ce,000003c0
ARMS,33,000003e0,000003ba
ARMS,33,000003e9,000003db
ARMS,33,000003d8,000003e2
ARMS,33,000003d9,000003e2
ARMS,34,000003ea,000003ee
ARMS,34,000003f8,000003fb
ARMS,35,00000420,00000409
ARMS,35,00000402,0000040f
ARMS,35,00000414,00000415
ARMS,35,0000041a,00000415
ARMS,35,00000424,00000406
ARMS,36,00000427,00000428
ARMS,36,0000042d,0000042e
ARMS,36,00000439,0000042e
ARMS,37,00000461,00000455
ARMS,37,0000045d,00000459
ARMS,37,00000444,00000465
ARMS,37,00000443,00000464
ARMS,37,00000460,00000462
ARMS,37,00000445,0000045e
ARMS,37,00000442,0000044a
ARMS,37,00000452,00000458
ARMS,39,00000484,00000481
ARMS,39,00000475,00000472
ARMS,39,00000483,00000472
ARMS,40,000004ad,00000496
ARMS,40,0000048c,00000491
ARMS,40,0000048e,00000496
ARMS,40,0000049f,0000048b
ARMS,40,0000048d,00000491
ARMS,40,000004ac,00000496
ARMS,40,0000049b,00000496
ARMS,40,000004b1,00000496
ARMS,41,000004ca,000004d9
ARMS,41,000004d8,000004b8
ARMS,41,000004df,000004e0
ARMS,41,000004be,000004b8
ARMS,41,000004c1,000004d5
ARMS,41,000004b6,000004c4
ARMS,41,000004cc,000004bf
ARMS,41,000004d7,000004d9
ARMS,41,000004d4,000004ce
ARMS,41,000004c9,000004cd
ARMS,41,000004da,000004cd
ARMS,41,000004c2,000004d3
ARMS,41,000004c7,000004d5
ARMS,41,000004c3,000004d6
ARMS,41,000004b5,000004dc
ARMS,41,000004ba,000004c4
ARMS,41,000004b3,000004dc
ARMS,42,0000050d,000004fb
ARMS,42,0000050c,000004f4
ARMS,42,000004ee,000004e7
ARMS,42,000004ef,000004f5
ARMS,42,000004f0,000004fb
ARMS,42,000004f8,000004e7
ARMS,42,000004f7,000004f5
ARMS,42,00000508,000004ea
ARMS,42,00000500,000004e7
ARMS,42,000004fa,000004f4
ARMS,42,00000501,000004ea
ARMS,42,000004e4,000004e3
ARMS,42,000004f9,000004e2
ARMS,42,000004e9,000004fb
ARMS,42,000004f2,000004e6
ARMS,43,00000517,00000528
ARMS,43,00000519,00000524
ARMS,43,0000052a,0000051a
ARMS,44,00000540,0000054f
ARMS,44,0000053a,00000538
ARMS,44,00000534,00000530
ARMS,44,0000054c,00000538
ARMS,44,0000053b,00000541
ARMS,44,0000053d,00000541
ARMS,45,0000055b,00000559
ARMS,45,00000568,00000565
ARMS,45,00000553,00000558
ARMS,45,00000557,00000558
ARMS,46,00000588,0000056e
ARMS,46,00000575,0000057c
ARMS,46,0000058d,00000581
ARMS,46,00000571,00000570
ARMS,46,00000578,0000058b
ARMS,46,0000056f,00000570
ARMS,46,00000574,00000586
ARMS,46,0000057f,00000581
ARMS,46,00000572,0000057c
ARMS,47,0000059b,000005a3
ARMS,47,000005a4,00000594
ARMS,47,000005a0,0000059a
ARMS,47,000005a7,0000059a
ARMS,47,00000595,000005a3
ARMS,48,000005c3,000005ab
ARMS,48,000005af,000005b4
ARMS,48,000005bb,000005b2
ARMS,48,000005b5,000005b9
ARMS,49,000005c8,000005d9
ARMS,49,000005d1,000005ce
ARMS,49,000005d8,000005d9
ARMS,49,000005d5,000005df
ARMS,49,000005cb,000005d9
ARMS,50,000005ff,000005fb
ARMS,50,000005eb,000005f4
ARMS,50,000005f9,000005e5
ARMS,50,000005e8,000005f8
ARMS,50,000005f0,000005fb
ARMS,51,00000617,00000603
ARMS,51,0000062f,0000060c
ARMS,51,00000620,00000612
ARMS,51,0000061b,00000630
ARMS,51,00000624,0000060c
ARMS,51,00000613,0000061e
ARMS,51,0000062e,0000060c
ARMS,51,00000619,0000061a
ARMS,51,00000608,00000627
ARMS,51,00000626,00000615
ARMS,51,00000607,00000612
ARMS,51,0000061f,00000612
ARMS,51,00000602,00000615
ARMS,52,00000634,00000636
ARMS,52,00000632,00000641
ARMS,52,0000063d,00000636
ARMS,52,0000063a,0000063e
ARMS,55,00000654,00000670
ARMS,55,00000650,00000660
ARMS,55,00000674,00000658
ARMS,55,0000065c,00000660
ARMS,55,0000065a,00000656
ARMS,55,0000066b,00000656
ARMS,55,00000651,00000658
ARMS,55,0000065d,00000670
ARMS,55,00000668,0000066f
ARMS,55,0000065f,00000656
ARMS,55,00000655,0000066a
ARMS,55,00000662,00000670
ARMS,56,00000688,00000693
ARMS,56,00000689,00000682
ARMS,56,00000686,00000684
ARMS,56,00000679,0000067f
ARMS,56,0000068a,0000067c
ARMS,56,0000068d,00000684
ARMS,56,0000068e,00000682
ARMS,56,0000067d,00000693
ARMS,56,00000678,0000067f
ARMS,56,00000685,00000684
ARMS,56,00000687,00000693
ARMS,57,000006c1,00000697
ARMS,57,000006b8,000006bd
ARMS,57,000006a7,000006b7
ARMS,57,00000696,000006b7
ARMS,57,000006a0,000006ae
ARMS,57,000006c7,000006b3
ARMS,57,0000069c,000006b6
ARMS,57,000006b9,00000697
ARMS,57,000006a8,000006b0
ARMS,57,000006a3,000006c6
ARMS,57,000006be,000006a9
ARMS,57,000006b1,000006b6
ARMS,58,000006da,000006db
ARMS,58,000006de,000006dd
ARMS,58,000006e4,000006e8
ARMS,58,000006d4,000006e8
ARMS,58,000006cc,000006ce
ARMS,58,000006e9,000006db
ARMS,59,00000701,000006f0
ARMS,59,00000700,000006f3
ARMS,59,000006fb,000006f0
ARMS,59,000006ff,000006f3
ARMS,59,000006f2,000006ee
ARMS,59,000006fd,00000703
ARMS,60,0000072d,0000071f
ARMS,60,0000070c,00000731
ARMS,60,00000721,0000071c
ARMS,60,00000710,0000070f
ARMS,60,00000733,0000070a
ARMS,60,0000072a,0000071b
ARMS,60,00000713,0000070f
ARMS,61,0000073f,00000749
ARMS,61,00000746,0000073a
ARMS,61,0000074b,0000073b
ARMS,61,0000073d,00000735
ARMS,61,00000740,0000073a
ARMS,61,00000738,0000074a
ARMS,62,0000076c,0000076b
ARMS,62,00000777,00000768
ARMS,62,00000755,0000077a
ARMS,62,00000758,0000076a
ARMS,62,00000756,0000076b
ARMS,62,00000762,0000075b
ARMS,62,00000772,00000768
ARMS,62,00000754,0000076b
ARMS,62,00000764,0000075b
ARMS,62,0000076d,0000076a
ARMS,62,00000770,0000076f
ARMS,62,0000075e,0000075c
ARMS,62,00000773,00000759
ARMS,63,0000078b,0000078a
ARMS,63,00000792,00000785
ARMS,63,0000077c,0000078e
ARMS,63,00000788,0000078a
ARMS,63,00000793,0000078e
ARMS,65,000007a3,000007ac
ARMS,65,000007af,000007ac
ARMS,65,000007a7,000007ac
ARMS,66,000007b4,000007c4
ARMS,66,000007bf,000007c4
ARMS,69,000007e4,000007f3
ARMS,69,000007ef,000007de
ARMS,69,000007ec,000007e7
ARMS,69,000007e9,000007de
ARMS,69,000007f7,000007e7
ARMS,70,00000806,00000803
ARMS,70,00000814,0000080f
ARMS,70,000007fc,0000081a
ARMS,70,00000809,00000801
ARMS,70,00000800,00000801
ARMS,70,000007f9,0000081a
ARMS,71,00000844,00000833
ARMS,71,0000083d,00000836
ARMS,71,0000082f,00000823
ARMS,71,0000082d,00000823
ARMS,71,00000846,00000827
ARMS,71,0000083e,00000823
ARMS,71,00000824,00000827
ARMS,71,00000831,0000082a
ARMS,71,00000842,00000830
ARMS,71,0000083c,00000827
ARMS,72,00000868,00000869
ARMS,72,00000863,00000866
ARMS,72,0000086a,00000867
ARMS,72,00000860,00000861
ARMS,72,0000084c,00000875
ARMS,72,0000086d,00000875
ARMS,72,00000851,00000869
ARMS,72,0000084f,0000086b
ARMS,72,00000849,0000086e
ARMS,72,0000086f,00000875
ARMS,72,0000084b,0000085d
ARMS,73,00000894,00000885
ARMS,73,0000087b,00000897
ARMS,73,00000877,00000879
ARMS,73,00000883,0000087a
ARMS,73,00000880,0000087a
ARMS,73,00000891,00000897
ARMS,73,00000887,00000897
ARMS,73,0000088c,0000087f
ARMS,74,000008ca,000008ac
ARMS,74,000008b4,000008a9
ARMS,74,000008c2,000008bf
ARMS,74,000008cc,0000089d
ARMS,74,000008a7,000008b0
ARMS,74,000008b5,000008af
ARMS,74,000008bc,000008af
ARMS,74,000008ad,000008bd
ARMS,74,0000089c,000008c1
ARMS,74,000008ce,000008af
ARMS,74,000008a8,000008c7
ARMS,74,0000089f,000008c1
ARMS,74,000008cd,000008a6
ARMS,74,0000089e,000008c1
ARMS,74,000008a2,000008b7
ARMS,74,000008bb,000008b0
ARMS,74,000008a0,000008b9
ARMS,74,000008ba,000008c7
ARMS,74,000008a5,000008b7
ARMS,74,000008c0,000008bd
ARMS,74,000008c6,000008a9
ARMS,75,000008d3,000008df
ARMS,75,000008ea,000008eb
ARMS,75,000008db,000008e9
ARMS,75,000008d2,000008d4
ARMS,75,000008d5,000008d4
ARMS,75,000008da,000008f0
ARMS,75,000008e6,000008f0
ARMS,75,000008e3,000008dd
ARMS,75,000008ef,000008eb
ARMS,76,000008fb,00000917
ARMS,76,000008f7,0000090c
ARMS,76,000008f6,0000090d
ARMS,76,00000910,000008f8
ARMS,76,00000901,0000090c
ARMS,76,00000906,000008f8
ARMS,76,00000907,000008f8
ARMS,76,00000911,0000090d
ARMS,77,00000926,00000928
ARMS,77,00000919,0000092e
ARMS,77,00000925,0000092e
ARMS,78,0000095a,00000956
ARMS,78,00000951,0000093a
ARMS,78,00000948,0000093a
ARMS,78,0000094d,00000937
ARMS,78,0000093e,0000094e
ARMS,78,00000959,0000093a
ARMS,78,00000945,00000937
ARMS,78,0000094b,00000937
ARMS,78,0000095b,00000956
ARMS,78,00000938,00000937
ARMS,78,0000094a,0000093a
ARMS,78,00000950,00000937
ARMS,79,00000960,0000095e
ARMS,79,00000965,00000962
ARMS,79,0000096a,0000095e
AisazuNihaIrarenai,2,00000998,00000985
AisazuNihaIrarenai,2,0000098d,000009a4
AisazuNihaIrarenai,2,00000999,000009a2
AisazuNihaIrarenai,2,00000989,00000985
AisazuNihaIrarenai,2,000009a1,0000097e
AisazuNihaIrarenai,2,0000097d,0000098f
AisazuNihaIrarenai,2,00000983,00000987
AisazuNihaIrarenai,2,0000099c,00000995
AisazuNihaIrarenai,3,000009b3,000009b5
AisazuNihaIrarenai,3,000009c1,000009b7
AisazuNihaIrarenai,3,000009c3,000009be
AisazuNihaIrarenai,3,000009ad,000009b5
AisazuNihaIrarenai,3,000009b8,000009be
AisazuNihaIrarenai,3,000009bc,000009af
AisazuNihaIrarenai,3,000009b6,000009af
AisazuNihaIrarenai,4,000009dd,000009ea
AisazuNihaIrarenai,4,000009f4,000009ea
AisazuNihaIrarenai,4,000009ca,000009d3
AisazuNihaIrarenai,4,00000a0a,000009fe
AisazuNihaIrarenai,4,000009ef,000009e0
AisazuNihaIrarenai,4,000009d0,00000a0b
AisazuNihaIrarenai,4,000009f8,00000a04
AisazuNihaIrarenai,4,000009de,000009cc
AisazuNihaIrarenai,4,000009ff,000009cb
AisazuNihaIrarenai,4,000009f9,000009cc
AisazuNihaIrarenai,4,00000a05,000009ce
AisazuNihaIrarenai,4,000009fb,000009cd
AisazuNihaIrarenai,4,000009f6,000009e1
AisazuNihaIrarenai,4,000009f7,000009cc
AisazuNihaIrarenai,4,000009cf,000009f1
AisazuNihaIrarenai,5,00000a21,00000a53
AisazuNihaIrarenai,5,00000a47,00000a44
AisazuNihaIrarenai,5,00000a56,00000a1b
AisazuNihaIrarenai,5,00000a38,00000a3a
AisazuNihaIrarenai,5,00000a40,00000a53
AisazuNihaIrarenai,5,00000a51,00000a48
AisazuNihaIrarenai,5,00000a23,00000a45
AisazuNihaIrarenai,5,00000a55,00000a5a
AisazuNihaIrarenai,5,00000a58,00000a45
AisazuNihaIrarenai,5,00000a36,00000a32
AisazuNihaIrarenai,5,00000a46,00000a18
AisazuNihaIrarenai,5,00000a35,00000a45
AisazuNihaIrarenai,5,00000a25,00000a53
AisazuNihaIrarenai,5,00000a3e,00000a3c
AisazuNihaIrarenai,5,00000a17,00000a5a
AisazuNihaIrarenai,5,00000a4b,00000a4a
AisazuNihaIrarenai,5,00000a3b,00000a48
AisazuNihaIrarenai,5,00000a4f,00000a53
AisazuNihaIrarenai,6,00000a64,00000a61
AisazuNihaIrarenai,6,00000a8a,00000a86
AisazuNihaIrarenai,6,00000a66,00000a86
AisazuNihaIrarenai,6,00000a6e,00000a6d
AisazuNihaIrarenai,6,00000a67,00000a79
AisazuNihaIrarenai,6,00000a69,00000a68
AisazuNihaIrarenai,6,00000a84,00000a89
AisazuNihaIrarenai,6,00000a8c,00000a87
AisazuNihaIrarenai,6,00000a70,00000a8d
AisazuNihaIrarenai,6,00000a91,00000a79
AisazuNihaIrarenai,6,00000a73,00000a98
AisazuNihaIrarenai,6,00000a8b,00000a6d
AisazuNihaIrarenai,6,00000a6c,00000a65
AisazuNihaIrarenai,6,00000a71,00000a8d
AisazuNihaIrarenai,6,00000a77,00000a7a
AisazuNihaIrarenai,6,00000a7c,00000a79
AisazuNihaIrarenai,7,00000ace,00000aa0
AisazuNihaIrarenai,7,00000abb,00000ac7
AisazuNihaIrarenai,7,00000aa1,00000aae
AisazuNihaIrarenai,7,00000a9a,00000ac3
AisazuNihaIrarenai,7,00000ac5,00000aaa
AisazuNihaIrarenai,7,00000ad3,00000aa3
AisazuNihaIrarenai,7,00000acd,00000ac0
AisazuNihaIrarenai,7,00000ab1,00000aaf
AisazuNihaIrarenai,7,00000acb,00000aa3
AisazuNihaIrarenai,7,00000aa5,00000abd
AisazuNihaIrarenai,7,00000aab,00000ac0
AisazuNihaIrarenai,7,00000ac4,00000abd
AisazuNihaIrarenai,7,00000ab8,00000aaa
AisazuNihaIrarenai,7,00000abe,00000aaf
AisazuNihaIrarenai,8,00000af3,00000b05
AisazuNihaIrarenai,8,00000b14,00000ade
AisazuNihaIrarenai,8,00000b09,00000b02
AisazuNihaIrarenai,8,00000adb,00000b01
AisazuNihaIrarenai,8,00000af1,00000aeb
AisazuNihaIrarenai,8,00000ae0,00000af5
AisazuNihaIrarenai,8,00000ad7,00000af9
AisazuNihaIrarenai,8,00000b0c,00000b0f
AisazuNihaIrarenai,8,00000afe,00000afd
AisazuNihaIrarenai,8,00000b13,00000aea
AisazuNihaIrarenai,8,00000b17,00000aea
AisazuNihaIrarenai,8,00000b04,00000ae4
AisazuNihaIrarenai,8,00000b0a,00000b0b
AisazuNihaIrarenai,8,00000af2,00000af4
AisazuNihaIrarenai,8,00000b00,00000af8
AisazuNihaIrarenai,8,00000ae1,00000ada
AisazuNihaIrarenai,8,00000b07,00000ad6
AisazuNihaIrarenai,9,00000b2d,00000b34
AisazuNihaIrarenai,9,00000b2e,00000b57
AisazuNihaIrarenai,9,00000b2c,00000b42
AisazuNihaIrarenai,9,00000b3b,00000b1e
AisazuNihaIrarenai,9,00000b28,00000b53
AisazuNihaIrarenai,9,00000b4b,00000b57
AisazuNihaIrarenai,9,00000b41,00000b31
AisazuNihaIrarenai,9,00000b5a,00000b24
AisazuNihaIrarenai,9,00000b55,00000b3c
AisazuNihaIrarenai,9,00000b1d,00000b49
AisazuNihaIrarenai,9,00000b36,00000b1a
AisazuNihaIrarenai,9,00000b1c,00000b43
AisazuNihaIrarenai,9,00000b4f,00000b35
AisazuNihaIrarenai,9,00000b4c,00000b19
AisazuNihaIrarenai,9,00000b3e,00000b43
AisazuNihaIrarenai,9,00000b3d,00000b34
AisazuNihaIrarenai,9,00000b33,00000b53
AisazuNihaIrarenai,10,00000b90,00000b8d
AisazuNihaIrarenai,10,00000b80,00000b72
AisazuNihaIrarenai,10,00000b7e,00000b8d
AisazuNihaIrarenai,10,00000b91,00000b84
AisazuNihaIrarenai,10,00000b5f,00000b74
AisazuNihaIrarenai,11,00000bb0,00000ba2
AisazuNihaIrarenai,11,00000b94,00000bb8
AisazuNihaIrarenai,11,00000b9e,00000bb9
AisazuNihaIrarenai,11,00000b99,00000bbd
AisazuNihaIrarenai,11,00000bc1,00000bb4
AisazuNihaIrarenai,11,00000bbe,00000bc0
AisazuNihaIrarenai,11,00000b96,00000ba9
AisazuNihaIrarenai,11,00000bb7,00000bb1
AisazuNihaIrarenai,11,00000ba7,00000bbb
AisazuNihaIrarenai,12,00000bd8,00000be1
AisazuNihaIrarenai,12,00000bdd,00000be1
AisazuNihaIrarenai,13,00000c0f,00000c08
AisazuNihaIrarenai,13,00000bfe,00000bfd
AisazuNihaIrarenai,13,00000be6,00000c08
AisazuNihaIrarenai,13,00000be8,00000bfd
AisazuNihaIrarenai,13,00000c09,00000c0c
AisazuNihaIrarenai,13,00000c02,00000bea
AisazuNihaIrarenai,13,00000be7,00000bfd
AisazuNihaIrarenai,13,00000c01,00000bfd
AisazuNihaIrarenai,14,00000c2a,00000c2f
AisazuNihaIrarenai,14,00000c28,00000c13
AisazuNihaIrarenai,14,00000c30,00000c11
AisazuNihaIrarenai,14,00000c16,00000c29
AisazuNihaIrarenai,14,00000c3d,00000c25
AisazuNihaIrarenai,14,00000c26,00000c43
AisazuNihaIrarenai,14,00000c1e,00000c13
AisazuNihaIrarenai,14,00000c19,00000c33
AisazuNihaIrarenai,14,00000c1b,00000c29
AisazuNihaIrarenai,15,00000c73,00000c65
AisazuNihaIrarenai,15,00000c46,00000c6b
AisazuNihaIrarenai,15,00000c72,00000c65
AisazuNihaIrarenai,15,00000c64,00000c45
AisazuNihaIrarenai,15,00000c47,00000c45
AisazuNihaIrarenai,15,00000c48,00000c5a
AisazuNihaIrarenai,15,00000c76,00000c57
AisazuNihaIrarenai,15,00000c62,00000c51
AisazuNihaIrarenai,15,00000c5d,00000c59
AisazuNihaIrarenai,15,00000c56,00000c49
AisazuNihaIrarenai,15,00000c5e,00000c6e
AisazuNihaIrarenai,15,00000c55,00000c58
AisazuNihaIrarenai,15,00000c75,00000c5a
AisazuNihaIrarenai,15,00000c61,00000c59
AisazuNihaIrarenai,15,00000c69,00000c7b
AisazuNihaIrarenai,15,00000c4b,00000c7b
AisazuNihaIrarenai,16,00000ca6,00000c8d
AisazuNihaIrarenai,16,00000c83,00000c8f
AisazuNihaIrarenai,16,00000c92,00000c8e
AisazuNihaIrarenai,16,00000c87,00000c81
AisazuNihaIrarenai,16,00000c8a,00000c8f
AisazuNihaIrarenai,16,00000ca3,00000c95
AisazuNihaIrarenai,16,00000c84,00000c8f
AisazuNihaIrarenai,16,00000ca2,00000c8f
AisazuNihaIrarenai,16,00000c94,00000c7e
AisazuNihaIrarenai,16,00000c88,00000c9a
AisazuNihaIrarenai,16,00000c9f,00000c86
AisazuNihaIrarenai,17,00000cca,00000cdb
AisazuNihaIrarenai,17,00000cc8,00000cc3
AisazuNihaIrarenai,17,00000cab,00000cc0
AisazuNihaIrarenai,17,00000cd9,00000cc2
AisazuNihaIrarenai,17,00000cd1,00000cd6
AisazuNihaIrarenai,17,00000cb6,00000caf
AisazuNihaIrarenai,17,00000cb9,00000cdb
AisazuNihaIrarenai,17,00000cb7,00000cc3
AisazuNihaIrarenai,17,00000cd7,00000cd6
AisazuNihaIrarenai,17,00000cbe,00000caf
AisazuNihaIrarenai,17,00000cb8,00000cbd
AisazuNihaIrarenai,17,00000cc4,00000cc2
AisazuNihaIrarenai,18,00000cde,00000ce1
AisazuNihaIrarenai,18,00000cfb,00000ce5
AisazuNihaIrarenai,18,00000cfa,00000cfd
AisazuNihaIrarenai,18,00000cf8,00000cff
AisazuNihaIrarenai,18,00000cdd,00000ceb
